Data Source;Indicadores del desarrollo mundial;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;16/09/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;KAZ;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100000000;1271400000;659700000;964200000;1137000000;1321400000;1151400000;1587000000;1370521199;2816823050;2588491060;2483253230;5615262947;2546065710;7611168450;11972842989;16818890680;14275888207;7456117901;13760291529;13648134374;10011293285;7308112644;6577824050;17223789548;4757396811;353291554.6;3730856271;7194335724;;
Kenya;KEN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;13800000;7400000;6299999.9;17260000;23420000;17158747.47;46371850.86;56545225.67;34414129.64;84009903.28;78973745.62;14147557.18;13000894.96;23738842.68;10753527.42;28845949.04;32725776.79;39381344.2;394430.6394;62189917.27;57081096.18;18830976.84;6363133.145;145655517.1;7432412.602;42289248.46;108672931.6;62096809.78;26548245.97;51953455.95;110904550.4;5302622.939;27618447.06;81738242.64;46063931.45;21211685.4;50674725.18;729044146;95585680.23;116257609;178064606.8;1450474757;1380173662;1118825000;820937598.4;619724465;469533310.7;1346085345;767761506.7;469940266.8;426305189.4;;
Kyrgyzstan;KGZ;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000000;38178000;96090000;47238000;83820000;109228485;44412800;-2360124.961;5006732.877;4661963.545;45544627.8;175458810.1;42565248.3;182022902.5;207919477.6;376992152.1;189377400;472768300;685760800;260927500;612016900;343010700;1144054000;619220700;-107212800;144222600;403865100;-401518600;;
Cambodia;KHM;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;100000;-280000;-10000;190000;1350000;270000;;;;;1000000;;;;;;;;;;;;33000000;54124000;68900000;150800000;293600000;203700000;115871733;102225822;118308566.3;146481995.1;130956363.9;81580650.56;131416229.3;379180190.6;483209382.7;867288538.6;815180218;928393617.3;1404315449;1538883425;1988102945;2068470774;1853471158;1822804151;2475915854;2788084322;3212633447;3663032999;3624644990;;
Kiribati;KIR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;0;0;0;0;-900888.7274;0;219289.8223;106285.2578;219160.0499;257049.6585;180294.6394;299752.548;427651.4161;406859.8231;-769774.7797;431365.1183;387685.967;538400.0595;512104.9741;439745.4502;451627.4719;721810.2654;-273476.291;249788.108;670758.9289;1953667.88;2606016.175;568432.8669;1153044.69;-1267679.262;4995548.978;-6602470.868;-348737.5792;-2385943.82;838137.9532;2632144.437;-819824.3529;1806963.916;784797.2549;-1144364.717;-558280.5023;2624092.839;;
Saint Kitts and Nevis;KNA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;1000000;900000;2200000;13500000;6000000;8000000;9203703.704;16648148.15;13133333.33;40800000;48785185.19;21448148.15;12529629.63;13759259.26;15348148.15;20470370.37;35174074.07;19670370.37;31925925.93;57737037.04;96214814.81;88230740.74;79771688.89;75612162.96;55771474.07;92994488.89;110415630.4;134484438.1;177906026.7;130750839.3;116268480;109632707;92419222.22;110789970.4;156658594.1;128276604.8;121415245.5;48026116.14;40051767.21;47862564.44;13852616.07;;
Korea;KOR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;66000000;42000000;496000000;4000000;2000000;6000000;81000000;94000000;89000000;172000000;47100000;155100000;120900000;184300000;223300000;355300000;682500000;838600000;1293100000;1389600000;1045600000;1455200000;1001600000;832300000;1136600000;2487100000;2782600000;3301100000;5989200000;10726300000;11509400000;6522300000;5475100000;7010000000;13294400000;13643200000;9161900000;8826900000;11187500000;9021900000;9497400000;9773000000;9495900000;12766600000;9273600000;4104100000;12104300000;17912900000;12182600000;9634300000;8764900000;;
Kuwait;KWT;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;25989999.9;10000;10000;300000;120000;250000;-510000;1330000;760000;1280000;830000;1210000;-90000;40000;-6030000;7250000;-14529999.9;-6320000;16320000;3660000;5599999.9;800000;35299999.9;13252097.97;1519181869;6701341.174;347351454.6;19779208.98;59063714.13;72269842.45;16299834.37;-111516284.5;3619441.977;-67111499.34;23752969.12;233904109.6;121305596.3;111535690.2;-5951752.859;1113588047;1304627500;3259067552;2872588962;1433630444;485806657.8;284647623.8;292026510.2;113012065;-21377568.82;515617569.4;-558055522.6;;
Latin America and the Caribbean (excluded high income);LAC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;1266168009;1408778140;1101177064;2159002599;2209836763;2425393860;2803830475;2734157294;3411193000;4487578235;5383339269;7357912222;5701780000;4997733333;4128903464;5697132085;4307569187;4668163704;7731332963;6320310000;6791583087;9858357536;12846930335;11734377524;24200553511;25787713359;37561794499;52612782376;60216425613;75935137435;68154700539;62820896156;46934290069;37081540876;57602430510;64869419790;64769041557;1.07E+11;1.20E+11;76722451573;1.47E+11;1.70E+11;1.69E+11;1.75E+11;1.56E+11;1.45E+11;1.49E+11;1.49E+11;1.59E+11;1.37E+11;90863472368;;
Laos;LAO;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;100000;;-130000;890000;430000;240000;;640000;;;;;;;0;-1620000;0;0;2000000;4000000;6000000;6900000;7800000;29900000;59200000;95100000;159800000;91000000;45900000;78900000;33890000;23904284.13;4451297.031;19484000.8;16917263;27720000;187310641;323520000;227770000;318598209.1;278805903.1;300743507.1;617755394.5;681397257.1;867646121.7;1077759915;935296172.8;1693080811;1358019506;755524124.2;967706086.2;;
Lebanon;LBN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;-80000;760000;3950000;6339999.9;5040000;7490000;6099999.9;2230000;290000;-12160000;1659999.9;-670000;600000;5070000;6929999.9;10480000;1250000;-270000;1590000;6450000;1629999.9;18460000;7400000;22559999.9;35000000;80000000;1799600000;1134903121;871676542.1;993475000;1453907000;1335970000;2860020313;1898780570;2623502612;2674534372;3375980758;4333045470;4803602660;4279880835;3137050288;3111315000;2661087128;2862509427;2159289952;2568485071;2522409653;2658003845;2054579557;2860766074;;
Liberia;LBR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;57140000;-33960000;20649999.9;74840000;57710000;180410000;83170000;170449999.9;144690000;41210000;71920000;287949999.9;749374.5299;1057307.167;779521.7807;-348846.7636;-355306.8888;829049.4073;290149999.9;656039999.9;225240000;8410000;-10850000;-53619999.9;17379999.9;4599999.9;-132130000;213819999.9;190310000;256259999.9;20800000;8300000;2799999.9;372220000;75351731.65;82802111.44;107856671.5;131637661.6;283536077.4;127803424.5;2064680994;2086006933;2309981241;1998675366;501870828.6;232679832.5;311699760.3;247842983;129129754.8;86681700.46;86960000;;
Libya;LBY;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;317220000;70780000;125980000;-201280000;6200000;-576299999.9;262850000;-451273599.7;-702581652.2;-587736574.4;-1089340260;-744126662.8;-391821735.9;-326630705.6;-16888867.89;119235407.2;-176920553.7;-97633681.29;97982197.05;125166197.3;158911104.6;91903803.11;99093118.92;58152864.2;-72624307.46;-88486065.39;-111721670.8;-67915602.73;-127894074.6;-128069471.5;141000000;-133000000;145000000;143000000;357000000;1038000000;2064000000;4689000000;4111300000;1371000000;1784000000;0;1425000000;702000000;0;0;0;0;0;1000000;;;
Saint Lucia;LCA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;2998465.391;13000000;20600000;26000000;30900000;38200000;26500000;10000000;12000000;17000000;14518518.52;15000000;16444444.44;26629629.63;44785185.19;57744444.44;40940740.74;34162962.96;32522222.22;32751851.85;18414814.81;47825925.93;83396296.3;83151851.85;53748148.15;58807407.41;51935414.81;106425925.9;76520285.19;78233429.63;233934733.3;271891074.1;161210706.3;146397591.1;121296972.6;96416427.78;75759324.81;83515042.22;65407444.28;152240176.1;161613065.6;89941452.09;45522200.84;72854168.12;35108511.04;;
Latin America and the Caribbean;LCN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;1432016509;1773594311;918606901.3;2245072899;2042157447;3033600991;2112442418;2977422961;3990553333;5284527069;6450100935;8726915556;7001790000;5485151667;5074691797;6438675759;4824695113;5393704913;8582378891;8324614489;8491733520;13186872978;14657927226;14981898664;29803911138;30168276207;48064360775;73777089561;85553163952;1.05E+11;97255235966;78514760677;60794106373;57981958209;1.01E+11;81075834627;1.16E+11;1.96E+11;2.22E+11;1.57E+11;2.35E+11;2.93E+11;2.97E+11;3.43E+11;2.78E+11;3.25E+11;2.21E+11;2.04E+11;2.09E+11;1.96E+11;1.45E+11;;
Less developed countries: United Nations classification;LDC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;137629999.2;27809999.7;129959984.4;223009999.3;217368910;263836073;489729102.1;375362499.8;537220768.7;475133384.1;498664003.9;528047782.4;340883199.2;-46326939.48;160177209.4;451419899.9;190776422.5;357100231.8;580164514;1189773966;396183332.4;1361717287;1410146083;1816763349;1009860084;1440896456;1554324224;2814850618;3543987975;5353843522;3781639043;6051667643;5929321700;9350807323;9156839338;5866227341;9082691284;12587088294;18589792370;15335233483;18002821830;23440649777;29845477442;25245934515;29527467396;38561694366;25921643794;20940885105;18381727799;20337780569;21782123494;;
Low -income countries;LIC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;116559999.5;1159999.8;93699999.7;179624999.5;187620499.3;347053582.4;426548472.7;314763772;505297121.8;381294401.4;380416145;392705439.3;146470188.6;-131225237.5;53647756.65;179515049.2;-27837267.51;230313317.4;434865952.6;934548445.1;502944394.7;483370937.8;905171765.3;1376081475;669043940.5;354436256.6;474235658.3;1218954244;1582678814;1751478916;1855473295;2797762274;3403573647;4756837806;5435851227;4197831526;6920819466;10416543766;12610482264;10863482300;15990887196;18821216740;21712710980;20273458339;15281784213;15607524378;14895226710;14063919100;12804671732;14166710723;11527485767;;
Liechtenstein;LIE;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19854574738;9389136116;6864257255;17305461701;1845838359;-266949356.7;44598433612;33538242375;16214866193;29934896948;29875940865;26414902947;29482974347;1154916692;9340073895;80400430108;60669833863;38999586461;-87212093508;;;;
Sri Lanka;LKA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;-300000;300000;300000;500000;1399999.9;142711.034;1000;-1218567.211;1474392.373;46911742.09;43010507.24;49264554.42;63567608.83;37778897.5;32612391.05;26162080.16;29723119.86;59504201.9;45722528.6;19741313.06;43355119.72;48349173.73;122625843.1;194479070.2;166412940.1;55995587.57;119874349.7;430056151.8;193424023.1;176410171.3;172941409.8;171790000;196500000;228720000;232800000;272400000;479700000;603000000;752200000;404000000;477559000;955920000;941116591.2;932551317.6;893628980.3;679655644.2;897049375.9;1372723043;1614044009;743466231.5;433869416;;
Medium -low -low -income countries;LMC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;911943999.3;1001270000;1064569984;2102444999;1685303539;2825033741;1787201305;1836499482;2576965183;2648757367;1469212743;2829615904;1957638910;2088753212;1832799246;3177910812;2490951655;3183006935;4214012859;5707112205;3773631262;5654303859;6904454195;10337886348;13077977235;15533954051;19345995951;22476648621;18450089663;16266527296;12527722820;18817345629;25601830986;25840640209;29921741663;54481334278;76013871750;1.00E+11;1.31E+11;1.03E+11;1.01E+11;1.20E+11;1.14E+11;1.13E+11;1.28E+11;1.41E+11;1.18E+11;1.39E+11;1.38E+11;1.47E+11;1.40E+11;;
Medium and low income;LMY;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;3098020759;2916234456;2713580885;4586625887;5618919698;5793347415;5792859656;4890234448;6377919734;7304730004;7463686850;12066320135;10006695786;9131663166;9111052902;11424413057;9465568565;11172356010;18192660261;20415154783;20310262869;27496585962;41587269554;60672041929;79842420333;89281393960;1.11E+11;1.43E+11;1.42E+11;1.53E+11;1.41E+11;1.56E+11;1.48E+11;1.57E+11;2.09E+11;2.90E+11;3.79E+11;5.30E+11;6.10E+11;4.25E+11;6.21E+11;7.26E+11;6.74E+11;7.42E+11;6.41E+11;6.08E+11;5.51E+11;5.46E+11;6.06E+11;5.66E+11;5.36E+11;;
Lesotho;LSO;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;0;0;440000;20000;200000;4493898.803;4785894.232;3242231.252;5053210.873;2414764.088;4894588.444;2254225.629;5928503.366;21346470.59;13736893.71;16478706.52;7989961.081;8369826.867;15651939.52;43268067.99;24174395.03;29073745.83;32675626.14;28350349.46;22037254.59;32402238.3;29695295.78;28390464.72;43946224.79;55669445.72;27441449.23;24322286.69;75616001.72;11009973.06;91349553.1;9512771.55;61173319.21;56653435.23;50429031.34;94459059.36;206514459.9;79234548.91;42168784.11;40874071.93;35732593.41;28001666.92;;
Advanced demographic dividend;LTE;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;1177607894;1112633525;1097343657;1924052978;2440632077;2522582601;2745845365;3155941723;3887916368;4534042941;5048383722;6286780806;7132873735;5527120956;5671745554;5591547261;4724133450;6456479119;10165953366;11044080613;12446708404;16414490615;28591584478;47377140104;58155803424;65747747636;87405747555;1.12E+11;1.24E+11;1.30E+11;1.41E+11;1.20E+11;1.39E+11;1.47E+11;1.72E+11;2.77E+11;3.34E+11;4.84E+11;4.93E+11;4.30E+11;5.72E+11;6.61E+11;6.70E+11;6.64E+11;6.72E+11;7.08E+11;5.27E+11;4.52E+11;5.16E+11;4.20E+11;4.34E+11;;
Lithuania;LTU;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000000;30175186.84;31304837.64;72557500;152400000;362287500;918775000;564537500;380272500;442400000;660790497.9;217398839.9;879540745.8;1292550784;2259381845;2601486958;1727292156;-360197700.8;1102696147;1880811089;677182759.7;768657972;357323216.2;1036954106;1177533776;1383731106;1299841764;3434299310;4478593693;;
Luxembourg;LUX;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4243174365;4291105683;5179643439;4644769483;32219534641;-29679425810;7117112828;27255154249;39128528763;8843156717;2824125588;23299023840;20060313791;45432153556;17580970091;-27369776663;-26044791278;12801194704;1.02E+11;;
Latvia;LVA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30703329;55933000;282828000;244039000;331352000;474354000;371400000;348100000;324184857.5;173500715.8;160090702.2;316652176.4;591589970.7;809856372.4;1705667384;2713412662;1434273758;-150022148.4;474983591.2;1519518896;1080778948;989283879.4;1045107101;812843819.5;335420977.5;1153575225;427807358.1;1087576505;944114980.1;;
Macao Special Administrative Region, China;MAC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;20000;320000;120000;;;1220000;;;320000;;;260000;8150000;;-380000;50000;-90000;350000;-600000;480000;10720000;-19500000;-3600000;3480000;2189999.9;5940000;2310000;-17890000;9419999.9;-790000;160004979.1;393961071;506111201;771496386.2;1775023638;2916866633;5314514356;3982611128;-412628205;3629274389;1754336190;3565735906;3774560564;2424230567;486517486.3;1859188732;1701002328;1534095991;6508465380;-7103969648;;
San Martín Island (French part);MAF;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;20000000;23100000;13000000;5490000;-20399999.9;5019999.9;38014962.74;7994056.273;11759988.24;7437548.637;89416222.59;58581335.99;79528177.1;46123623.5;46989196.56;19975166.86;549182.4961;59574900.78;84661627.57;167056032.1;165122977.8;317462140.6;422470462.5;491466064.6;550924373.9;334768272.9;357393801.8;1079341332;308712164.4;826974026.9;426553283.9;2824557252;480355698;2312829823;893325392.8;1670609689;2460787164;2825801376;2466288357;1970323920;1240625859;2521362081;2841954371;3360909924;3525384612;3252913902;2153363905;2680109856;3544387229;1720825003;1418713119;;
Monaco;MCO;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17000000;14000000;11568000;66910000;23740000;78740000;75510000;37870000;127540000;103440000;84050000;73750000;151010000;190700000;258680000;536020000;726610000;263960000;297050000;372880000;251200000;241880000;345900000;225870000;87440000;149520000;293410000;506750000;157420000;;
Madagascar;MDG;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;10000000;1080000;12000000;11000000;13709798.87;4572770.629;1381044.467;-2767842.152;-3678181.295;-6581395.805;-790000;-800000;-90000;3710000;8570000;-180000;14039999.9;3470000;2910000;12816215.16;22387360.46;13681239.65;21132352.15;15357022.02;5728097.918;9710167.974;10161891.8;14005421.13;16635429.8;58385285.91;82952580.71;93059224;14661798.07;12874087;52910748;85428623.9;294681941.5;789389724.1;1134497642;1293330142;912287179.8;815534454.5;814789934.7;565848886;372872463.3;328059305.6;540842779.8;464856589.6;612036371.4;474311425.4;358467141.4;;
