Data Source;Indicadores del desarrollo mundial;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;16/09/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicaragua;NIC;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;15000000;13300000;10000000;13199999.9;13800000;10900000;12900000;10000000;7000000;2800000;12533333.3;-30000;9966666.6;100000;7444444.4;-10000;60000;2410000;-90000;2799999.9;670000;42000000;15000000;38800000;46700000;88900000;120000000;203400000;218200000;337300000;266500000;150200000;203900000;201300000;250000000;241100000;286800000;381700000;627300000;433900000;489900000;936300000;775700000;965100000;1076800000;967000000;989100000;1035400000;837600000;503000000;746500000;;
Netherlands;NLD;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;632596684.6;752897735.5;754553458.3;1118995448;1103114454;1232377357;581098299.1;605297449.1;1082145423;1715155179;2278377890;1799058373;1227497018;1357995934;1716938277;1504626364;3129068298;3029037167;4781352996;8559308808;10675649733;5623819475;6186517513;6380304064;7126515355;12206170579;16604370594;11033361090;37618898706;41161898490;63109732335;51998915898;25485041348;20456442248;1.40E+11;2.10E+11;3.76E+11;7.34E+11;1.96E+11;95851297436;1.16E+11;3.32E+11;2.40E+11;3.29E+11;1.18E+11;3.23E+11;2.33E+11;2.11E+11;-3.44E+11;-33799941355;-2.37E+11;;
Norway;NOR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;64000000;94000000;121000000;209000000;346000000;219677309.8;371391272.3;768296209.7;489814167.6;401356278.2;59815997.65;668006461;450026119.6;332396807.8;-177399975.8;-424225256.6;1018718112;190047506.1;280910586.8;1510287425;1001987072;-353675743.9;-668114803;991524094.7;2736393920;2392766980;3827495491;4514609380;5645870321;5822113546;8332062186;3190216069;3011752930;4179380423;4918494986;10058759830;11877923790;24806091103;20578219685;8635762892;21634265663;10296323076;27897968328;-1368607171;3242240088;7274086872;-18668572814;5900604724;-5664319362;16329824318;-4102660408;;
Nepal;NPL;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;30000;-10000;250000;;-40000;0;410000;300000;300000;-230000;-30000;-600000;950000;650000;1169999.9;1389999.9;680000;420000;5940000;2220000;0;0;0;0;19160171.09;23056467.77;12024659.9;4351068.682;-484826.7123;20850000;-5952541.127;14778085.61;-417346.3839;2451784.707;-6647983.904;5741706.053;995123.9307;38271269.97;87741711.63;94022157.12;91954196.1;74179632.61;30402676.78;51895699.93;105996375.6;196265098.6;68261793.94;185563265.6;126626337.5;;
Nauru;NRU;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;NZL;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;146000000;110000000;126690000;207650000;251610000;138169999.9;277639999.9;154319999.9;273740000;350540000;334086570.3;176961979.2;274648997.1;243190336.5;116213810.7;225366591.4;389408099.7;237229723.4;155922431.9;433573543;1684763155;1691366072;1088200066;2211822687;2616630695;2849961939;3918617040;1917456791;1825772782;941464111.6;-1507812033;259321576.8;2848556987;-3363941288;2319819298;1906665964;2912645687;4335506076;2591966537;-52385533.24;286306903;1378410924;3846884019;-69519935.42;3251563602;-73372796.42;2008111275;2390035935;2516488850;2921028187;4057542348;;
OECD members;OED;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;9171306506;10961571599;12143308304;15898839721;22496025637;17430030566;15985177412;20836168023;26119152647;34903283436;48603270158;49510863367;41798064084;38760062788;43930168237;34353219474;70192075505;1.23E+11;1.41E+11;1.77E+11;2.10E+11;1.43E+11;1.42E+11;1.62E+11;1.88E+11;2.62E+11;2.87E+11;3.58E+11;6.20E+11;9.96E+11;1.31E+12;6.97E+11;5.91E+11;5.21E+11;7.17E+11;1.19E+12;1.61E+12;2.33E+12;1.64E+12;7.60E+11;1.02E+12;1.35E+12;1.06E+12;1.16E+12;9.58E+11;1.67E+12;1.87E+12;1.33E+12;2.12E+11;8.19E+11;3.81E+11;;
Oman;OMN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;3020000;-270000;1710000;1486666.6;-61088593.11;106253619.3;81354951.02;48060220.17;86276780.79;117544875.8;98436595.54;62536190.11;182107701.7;154603358.9;158078735.6;161264639;140320778.7;34850455.14;91807542.26;112353706.1;142262678.8;135240572.2;104291287.4;142002600.8;76462938.88;46293888.17;60599999.21;64499999.16;101999999.3;40099999.74;82000000;5201560.468;109232769.8;24967490.25;111053316;1538361508;1596098830;3332119636;2951885566;1485825748;1242652796;1629144343;1364629389;1612430962;1286345904;-2172431730;2265279584;2917295189;5941222367;4376853056;2859557867;;
Other small states;OSS;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;130719999.9;91244861.39;62565198.85;70281890.1;161658172.1;241323459.2;91391172.32;143037622.8;258612737.1;501281451.4;-107782335.9;364568259.1;318682104.6;284227447.9;314433714.4;339504980.3;292995782.3;356230148.5;588611832.6;456413423.1;597369123.9;1071437671;1587330627;-62940143.3;974783872.9;2280463420;4298829604;2859741500;3417909787;3867882668;4541232254;3973739394;3283321899;5955648663;14283664260;35089805623;41728746071;59876572384;39755243840;82690968220;54287084467;59179226042;84278452387;35307202658;61956538136;37802022919;15432995190;19157821458;7057561826;52425099396;10002047937;;
Pakistan;PAK;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;23000000;1000000;17000000;-4000000;4000000;25000000;8220530.168;15223204.01;32273192.51;58254127.36;63632992.78;108084748.5;63833091.62;29457026.66;55510169.71;131389252.2;105730331.8;129377643.6;186491557.3;210599917.1;245262963.5;258414487;336479857.1;348556957.8;421024638.5;722631560.7;921976182.5;716253125.4;506000000;532000000;308000000;378000000;826000000;534000000;1118000000;2201000000;4273000000;5590000000;5438000000;2338000000;2022000000;1326000000;859000000;1333000000;1887000000;1673000000;2576000000;2496000000;1737000000;2234000000;2057000000;;
Panama;PAN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;10900000;-2500000;49800000;252300000;303200000;366600000;79400000;22200000;67300000;126100000;-447900000;-460500000;51500000;135500000;124700000;150500000;177000000;401500000;281300000;428300000;1312200000;1315200000;1043500000;827800000;606800000;247100000;1050600000;1277900000;1104400000;2944300000;2224000000;2390000000;1085500000;2549100000;4395600000;3381900000;3799000000;4984400000;5119300000;5248354450;4082062469;5267261732;4451229387;-2154734384;;
Peru;PER;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;-13960000;-3220000;60312999.9;95629999.9;62371999.9;81105000;71888999.9;54100000;25000000;71000000;26900000;125000000;48000000;38000000;-89000000;1000000;22000000;32000000;26000000;59000000;41000000;-7000000;-79000000;760588959.2;3289186723;2556981500;3471149000;2139260000;1643949120;1940008800;809696760;1144260000;2155836815;1335007073;1599038389;2578719365;3466531061;5490961307;6923651285;6430652961;8454627588;7682261109;14182387604;9570622714;4262751634;7336859045;6805247718;7413409959;5872657139;4760357407;731609218.4;;
Philippines;PHL;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;-1040000;21590000;4099999.9;59299999.9;130740000;114000000;153500000;210000000;101000000;7000000;-106000000;172000000;16000000;105000000;9000000;12000000;127000000;307000000;936000000;563000000;530000000;544000000;228000000;1238000000;1591000000;1478000000;1517000000;1222000000;2287000000;1829000000;1487000000;760000000;1769000000;492000000;592000000;1664000000;2707414997;2918724841;1340027563;2064620678;1070386940;2007150725;3215415155;3737371740;5739574024;5639155962;8279548275;10256442399;9948598824;8671365874;6822133291;;
Palau;PLW;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000000;1000000;1000000;1000000;;;-210000;;;;;3177647.2;-1431856.7;1901014.5;4593705.4;6845036.9;3971994.27;33283255.64;4383239.141;4741656.707;2790871.006;2685244.116;8326127.029;21639126.32;18041109.84;39860115.39;34583158.15;35244866.82;27484632.72;21500000;22000000;24000000;;
Papua New Guinea;PNG;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;129650000;47490000;85879999.9;111900000;72689999.9;-2230000;20830132.15;19802242.97;38906963.65;44202748.93;75523630.69;86179343.01;85888142.9;138866933.6;115687425.6;83349062.31;90804634.29;93178868.69;153493786.4;203390734.4;155413498.3;120597590.9;106342711.9;62052593.05;59713464.67;454568860.1;109832527.8;28312794.64;109438501.4;298023960.4;96495382.31;63183318.66;20160425.67;168604378.9;32542985.25;39976364.73;128548222.8;130634896.8;47858884.78;420038762.5;35591312.43;36419303.68;28796707.52;26804026.04;29436963.91;213710099.4;19180492.96;161470622.8;1134643538;335176756.7;111767602.9;;
Poland;POL;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;6000000;5000000;25000000;30000000;10000000;18000000;14000000;16000000;28000000;15000000;16000000;12000000;15000000;11000000;89000000;291000000;678000000;1715000000;1875000000;3659000000;4500000000;4910000000;6383000000;7407000000;9335000000;5677000000;4091000000;5371000000;13868000000;11041000000;21473000000;25031000000;14574000000;14025000000;18395000000;18534000000;7358000000;795000000;19776000000;15065000000;18321000000;11762000000;17624000000;16845000000;17388000000;;
prior to demographic dividend;PRE;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;404259999.1;382429999.6;524659999;715599999.4;573468916.6;798736713.2;916132670.5;868827918.4;882658606.9;1002989377;58083965.13;1250910870;942703023.5;626101581;408568466.1;1307276689;392916862.3;1208732121;1049748337;3000413194;913604225.3;1619044489;1457468091;2645736015;2774910717;1924878616;2167282371;2846243963;4015519700;6315106143;4591954710;7274509785;8325001211;12756001939;10541426838;12019139611;13264035833;19302757241;24950568313;25507293257;25647279565;32659955069;36926849645;23297882379;19267915494;27210584360;11526395369;10221784064;8496769325;9891338246;10467505446;;
Puerto Rico;PRI;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea;PRK;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;313000;134000;136000;203000;6240190.2;2371361.5;5711803.3;5854999.8;270000;;2072786;-491039.4;59918900.3;-2969230.6;-2753823.5;-19840954.6;5596214.3;57213602.5;64959185.8;-5979987;-235790933.5;22053453;170965277.6;86348097.7;13585220.3;103124986.6;205212887.4;119742643.9;64097425.1;78207032;89317271.7;-12832421.9;1953528.5;29895010.3;6338705.6;;
Portugal;PRT;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;28899999.9;56000000;73000000;95000000;106000000;115351290.5;62999101.2;57914757.95;65993577.46;78304050.82;156950738.2;174486586.1;144033051.6;146837896.8;198221489.4;274036105.2;238151215.9;465868832.5;921583433.4;1736891397;2609986421;2448454131;1873428553;1533880551;1269714976;684572213.8;1571447865;2710655380;6071328303;740701804.3;7292581671;6113785654;587893729.7;10354679114;2485161769;3367937007;13394502768;6014642427;7819075463;5585829214;8966915539;9821076890;21396375527;15745220666;12045808665;1270014233;7354810293;10683844361;7846086578;10320042522;3815634818;;
Paraguay;PRY;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;4751999.9;7099999.9;3480999.9;9199999.9;23655999.9;24400000;22000000;21700000;24600000;50200000;31700000;31900000;36600000;4900000;5200000;700000;600000;5300000;8400000;12800000;76900000;86100000;117500000;75000000;137100000;94500000;139800000;230900000;340600000;87200000;107800000;99200000;90400000;-57700000;93979000;7300000;187800000;105000000;297969637.2;142542622.6;690056989.3;581499378.3;730197859.7;305117261.2;823019534.2;505609610.6;577878700;498528923;193825685.5;343902227.2;92925020.59;;
Western Ribera and Gaza;PSE;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122600000;177200000;163000000;208973104.7;189721782;62005481.83;19176400.67;9440000;12872000;20520000;36242000;18587960;19596000;51508000;300468000;179941047.8;238840690.6;62985366.11;189560177;159711665.3;104937726.7;296473530.8;183950642.9;210694555.5;131879984.2;79744992.32;;
Small states of the Pacific Islands;PSS;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;6420000;6350000;8545000;19214999.8;16200000;25224773.96;22383282.38;24225491.32;22048448.76;18584933.55;43603061.35;43798368.88;44950821.79;37247803.5;32744983.51;27643489.76;13170610.28;40498558.48;44532113.96;52822126.11;1163517.934;4617566.124;86068193.5;50677280.66;6521629.638;15033847.81;-31527042.5;24403209.2;53007496.71;-123088717.3;35495863.1;58756655.31;54252426.53;64319930.37;285390869.8;206367090;740362873.9;621287211.3;870365447.4;423399726.4;399300807.4;424639509.3;423565784.1;428421923.8;520297950.4;330503566.4;520532304.5;506715777;598468288.7;407366496.5;314763576;;
After the demographic dividend;PST;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;8799315074;10664217885;12026344024;15741590597;22192028975;17145483605;15435877489;20697912292;25443945046;34240406540;47724268438;49052914958;41651037867;37799457387;43960964590;31537025943;69849262703;1.27E+11;1.45E+11;1.76E+11;2.13E+11;1.40E+11;1.38E+11;1.63E+11;1.86E+11;2.60E+11;2.83E+11;3.53E+11;6.03E+11;9.88E+11;1.33E+12;6.89E+11;5.41E+11;5.04E+11;7.28E+11;1.16E+12;1.61E+12;2.33E+12;1.63E+12;7.26E+11;1.05E+12;1.38E+12;1.05E+12;1.13E+12;9.56E+11;1.57E+12;1.86E+12;1.42E+12;2.24E+11;9.51E+11;4.43E+11;;
French Polynesia;PYF;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;30000;450000;240000;460000;150000;;130000;5000000;-4000000;1000000;210000;-30000;-90000;2009999.9;41539999.9;22160000;33820000;30000;-3240000;1550000;2080000;3549999.9;14369999.9;10730000;4429999.9;9874719;23688754.51;10930935.86;58213238.5;6420023.009;7818937.09;30649550.54;58249411.64;13884094.47;21843717.56;64303751.42;133839517.3;147199569.6;99207173.35;61928773.31;26007149.16;61544514.32;-74588377.05;31985172.18;13866355.02;16703178.73;;
Qatar;QAT;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;5690000;27340000;10000;1320000;12970000;9119999.9;200000;2020000;8910000;4570000;10840000;3779999.9;3710000;950000;-14940000;7969999.9;-1470000;-2970000;-20629999.9;-1500000;4879999.9;42539999.9;39579999.9;72049999.9;131849999.9;93560000;338870000;418329999.9;347300000;113250000;251599999.9;295519999.9;623919999.9;624919999.9;1198970000;2500000000;3500000000;4700000000;3778626374;8124736264;4670329670;938516483.5;395879120.9;-840384615.4;1040384615;1070879121;773901098.9;985989011;-2186263736;-2812637363;-2434065934;;
Romania;ROU;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;40000000;77000000;94000000;341000000;419000000;263000000;1215000000;2031000000;1041000000;1037000000;1157000000;1144000000;1844000000;6443000000;6498650463;11006614842;10103086514;13667824245;4637684880;3213737652;2370097223;3047569714;3854819398;3869197075;4317731472;6252035766;5952909608;7343560129;7365441774;3602418172;;
Russian;RUS;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1161000000;1210782000;689570000;2065720000;2579330000;4864650000;2761360000;3256530000;2678030000;2847300000;3473830000;7928630000;15402990000;15508050000;37594770000;55873680000;74782910000;36583100000;43167780000;55083630000;50587560000;69218890000;22031340000;6852970000;32538900000;28557440000;8784850000;31974770000;9478810000;;
Rwanda;RWA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;60000;1700000;500000;2000000;2200000;3000000;5860000;4950000;4690000;12570000;16420000;18030000;20699999.9;11119999.9;15070000;14619999.9;17579999.9;17550000;21050000;15539999.9;7660000;4580000;5500000;5839999.9;1000;2000000;2220000;2589999.9;7099999.9;1740000;8099999.9;18500000;1500000;4700000;7700000;7960000;30643966.4;82283165.8;102289999.9;118670000;216192556.8;112127535.8;269615550.4;233763793.6;313997162.8;162083821;279747327.6;274025990.7;366192315.5;263172335.2;99915133.32;;
South Asia;SAS;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;68390000;49409999.9;35359999.9;36809999.8;65309999.8;18329797.63;6115099.525;-14115363.2;60917584.88;148025869.5;203483499.8;254549302.9;203630700.5;72919902.62;107619291.3;258841332.4;262189950.9;411296932.1;327182328.4;487509138.3;541686874.4;390731743.5;746299992.6;1114335940;1580619702;2931339015;3512002809;4895320824;3547667680;3080367825;4367540968;5798481655;6354963508;4820712731;7477232653;10888782988;25539643966;32472490181;51156328359;39495301323;31698961379;40646167618;27781340462;33525285629;40326751703;49718769794;50932456613;46334263754;48656125367;56679175734;68956067805;;
Saudi Arabia;SAU;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;7360000;-111437265.4;33777644.42;-625912388.7;-3732394367;1864901265;-396600566.7;782964286;555954027.6;-1270516965;-3192312800;6498136246;11128383580;4943904678;4849863063;491422763.2;965935919.1;-1173333333;-328000000;-653333333.3;1861333333;160000000;-78933333.33;1367200000;349333333.3;-1874666667;-1127466667;3039466667;4283466667;-778933333.3;-1881066667;19640000;-614133333.3;-586506666.7;-334320000;12097333333;18293173333;24318560000;39455863929;36457666667;29232706667;16308280000;12182373333;8864693333;8011786667;8141026667;7452533333;1418843614;4247107441;4562573671;5399157040;;
Sudan;SDN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;1659999.9;;610000;260000;-1159999.9;1300000;5839999.9;8269999.9;5990000;-2660000;8849999.9;19329999.9;16789999.9;6320000;9076923.077;-3040000;-8169999.9;11650000;2020000;3488888.889;-31129999.9;-620000;90000;-160000;99180000;12000000;400000;97900000;370700000;370800000;392200000;574000000;713180000;1349190000;1511070000;1561689997;1841833814;1504379838;1653120315;1726298403;2063730998;1734376994;2311460740;1687884179;1251280889;1728373403;1063767535;1065298481;1135787164;825354992.3;716939710.6;;
Senegal;SEN;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;5000000;9800000;15199999.9;4900000;10261537.61;22537140.75;35865169.59;27963239.84;-5007625.323;8931860.256;14483180.8;34372171.17;28057895.81;-34692149.79;29087552.6;-15803661.97;-8431851.638;-3959584.786;14940495.59;26801810.53;56893144.78;-7550329.09;21383359.76;-812254.2195;66876235.54;31673945.42;13955558.76;178810136.3;71105812.05;161686935.9;81643690.12;45083429.81;82692671.57;86499780.37;137583476.9;167944230.5;289840300.3;351458732.4;455739868;331473910.3;272092888.5;338661995.6;276159533;311366768.8;403098056.4;409166125.8;472409799.8;588292998;847841574.8;1065462820;1845663881;;
Singapore;SGP;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;93000000;116000000;161066666.7;352816700.9;340190955.7;291823050.8;230690621.7;291465114.5;299908752.2;836031838.2;1235750842;1659967735;1601850446;1133905966;1301871313;1046746813;1710283593;2836204782;3654794589;2886591947;5574738855;4887094440;2204342221;4686312017;8550165227;11942852103;11432363956;15701783679;5958646074;18852989359;15515295182;17006818857;6157194144;17051420153;24390254966;19316058814;39129332047;47337947783;13598298537;23436064060;55322434162;49155657316;55310807548;64389514904;68698472831;69774553125;65363061550;99210311929;81180543800;1.11E+11;74750514891;;
Solomon Islands;SLB;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;-170000;-10000;700000;-50000;7854773.957;4888282.38;4435491.323;4578448.86;3464345.96;2410140.22;229841.1266;1029755.42;435328.3545;1962762.257;675325.8448;3100775.194;10482747.15;1680658.818;11599300.84;10439803.07;14513306.93;14173013.22;23370838.21;2096398.903;2025896.239;5944439.122;33871933.24;8804628.106;9900495.542;2004350.292;-8617173.107;145800.7449;-1009361.681;-3005254.994;548149.3494;44307544.56;85983505.99;75177085.38;48583116.34;165920898.3;120052792.5;23881499.3;53434351.38;21022029.97;32222728.56;37343622.77;42883975.63;24992541.52;32787092.72;8980046.942;;
Sierra Leone;SLE;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;8199999.9;5200000;3799999.9;6240000;10500000;10100000;8500000;5058889.549;24258785.87;16083672.27;-18670264.71;7505833.384;4682515.644;1697315.442;5856690.373;-30957002.26;-140310793.7;39409532.64;-23088456.54;22356434.27;32434698.87;7504465.13;-5599050.407;-7462923.506;-2874187.61;7287055.908;663927.9052;1800032.094;104884.9527;533201.7881;39000824.52;9835742.022;10413409.46;8615049.668;61153314.19;90731669.74;58869143.91;95470171.32;53095068.07;110430202.5;238404209.3;950477791.4;722447405.1;429664580.1;375089628.5;252435829.4;138509469.3;413724476.1;250446053.5;301485441.3;135110809.8;;
The Savior;SLV;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;3700000;7000000;6599999.9;6000000;20100000;13100000;12960000;18640000;23360000;-9960000;5880000;-5720000;-1000000;28080000;12360000;12400000;24133631.48;18320000;16960000;14360000;1898272.086;25180498.96;15309478.72;16432044.02;;38037218.6;;59043540.33;1102684180;215800000;173400000;278900000;470000000;141200000;363270000;511140000;241130000;1550510000;903050000;368730000;-113160683.7;122500004.3;430126687.5;245179098.3;506295970.3;494541718.1;479469380.7;503801415.2;412743968.4;696287032.8;373008737.7;;
San Marino;SMR;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;SOM;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;4500000;1700000;4500000;600000;700000;11789999.9;2200000;7780000;300000;10000;-30000;110000;-760000;-8230000;-14940000;-710000;3060000;64340000;-43390000;-41159999.9;5589999.9;-150000;-60000;2000000;1000000;1000000;1300000;1100000;40000;-810000;270000;40000;140000;-850000;-4790000;24000000;96000000;141000000;87000000;108000000;112000000;102000000;107330000;258000000;261000000;303000000;330000000;369000000;408000000;447000000;464000000;;
Serbia;SRB;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4423192680;4055798182;2929226710;1693250319;4930532020;1275339756;2059297317;1999539187;2343139736;2355214637;2894615965;4071895068;4268709250;3485786683;;
Africa south of Sahara (excluded high income);SSA;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;826969865.2;713360932.1;694198244.7;813129138.3;1415054681;1281359858;1010304703;838829162.9;913509579;765854655.7;246011504.9;1534956269;1450214298;845340654.1;928036527.3;988405694.6;601277601.6;1298319347;1487014177;2947195886;1141740981;2060038431;1857942349;2578610354;3547058610;3562502639;3241088267;7326061569;5966341506;8590645349;6850775124;15364612258;10824923600;13758890469;12595425669;19531283949;16296343753;28977018396;38620848462;36475759221;32649408289;41896609891;44935821202;40634513591;44171091911;44311508689;30528968340;27573396073;28775859701;27118371800;23187171580;;
South Sudan;SSD;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161000000;-793000000;1035825.73;150000;-7850000;1420000;60140000;-2210000;17500000;;
South Africa ;SSF;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;829169865.2;715170932.1;695548244.7;818969138.2;1416784681;1285939858;1016639888;845894097.1;919838268.1;773361137.5;255531071.7;1545026115;1460228984;854463619.3;937809636.3;1000052323;615474971.3;1317723817;1510216500;2969625004;1161980880;2079621355;1866956380;2597446477;3577795231;3608386962;3269901241;7379460247;6019551274;8645862083;6875102121;15429352515;10872641348;13817316010;12633440521;19612013689;16436899446;29152942043;38800673906;36644010882;32809203664;42039850556;45549029979;40691802656;44279447354;44417402286;30569822530;27697861609;29083524354;27372252360;23362281706;;
Small states;SST;Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales);BX.KLT.DINV.CD.WD;;;;;;;;;;;484718499.6;440511032.9;369790035.8;358677189.8;483158856.5;444935364.7;275894863.3;268234075;397901519.2;635443453.8;252750627.5;851372183.5;637916259.8;550166918.1;462476050.8;410304228.9;280147874.1;486215744;690378821.1;615010038.3;975965096.8;1602539112;2246352285;641702349.4;1866375135;3131223805;5107067127;4569676776;5051839691;5411790082;6285066786;6070540709;5471988677;8349907615;17102184477;38580630567;46218605322;64436619053;47243084162;86121034726;57273843431;61844956142;85374364422;36664251917;65556436057;41061444187;18845686458;21564663951;10491167762;56837561776;13930446262;;
